Name,UK £ TO EURO,JAPANESE YEN TO EURO,SWISS FRANC TO EURO
1992-03-23,1.401659565,0.006109855,0.538213132
1992-03-24,1.40193467,0.006081985,0.538329027
1992-03-25,1.40016802,0.00607054,0.538560965
1992-03-26,1.400226837,0.006081245,0.538155204
1992-03-27,1.400148416,0.006066857,0.537201182
1992-03-30,1.398973154,0.006048509,0.537201182
1992-03-31,1.399110166,0.006045218,0.536711035
1992-04-01,1.396609033,0.006031363,0.535503909
1992-04-02,1.396804112,0.006018658,0.536135535
1992-04-03,1.393436912,0.005990894,0.536394357
1992-04-06,1.391401141,0.005986232,0.534473544
1992-04-07,1.393650528,0.005976929,0.533248014
